FOODID;FOODNAME;LANG
32695;SÖTSAK, CHOKLADKARAMELL MED PEPPERMYNTSMAK, MARIANNE, FAZER;SV
32699;SUFFELI PUFFI SNACKS, MAJSPUFFAR MED CHOKLADSMAKANDE GLASYR;SV
32700;MELLANMÅLSSTÅNG, CHOKLAD, MYSLI;SV
32701;GLASS, MJUKGLASS, SOFT ICE, UTAN VÅFFLA;SV
32702;GLASS, TOFUPARFAIT, SOJABASERAD, TOFULINE, VANILJ;SV
32703;NÖT- OCH CHOKLADKRÄM;SV
32704;KÖTTFÄRS, NÖTSTEK, 9 % FETT;SV
32705;GLASS AV VEGETABILISKT FETT;SV
32708;SPRAYGRÄDDE, VISPGRÄDDEPRODUKT, INDUSTRIELL;SV
32709;MARGARIN, HUSHÅLLSMARGARIN 80 %, MEDELVÄRDE, TILL BAKNING OCH MATLAGNING;SV
32710;MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, 4% FETT, LÅG LAKTOSHALT;SV
32716;MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, 5 % FETT, LÅG LAKTOSHALT;SV
32717;FLINGOR, MAJSFLINGOR, CORN FLAKES, GLUTENFRIA, URTEKRAM, UTAN TILLSATT SOCKER;SV
32721;MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, 7 % FETT, LÅG LAKTOSHALT;SV
32722;GRILLKORV, KABANOSSI, MEDELVÄRDE, HK;SV
32724;GRILLKORV, CHORIZO, HEMGJORD;SV
32731;NUDEL, FULLKORNSVETE;SV
32733;KINDERÄGG, KINDER SURPRISE;SV
32734;SOJADRYCK, KALCIUM OCH VITAMINER, ALPRO;SV
32737;SURMJÖLK, AB-SURMJÖLK, 2,5 % FETT, 1 UG VITAMIN D, PROBIOTIKA;SV
32739;CIDERDRYCK, PEAR, ALKOHOLFRI SIDER, 0,02 VOL-% ALKOHOL, RAINBOW;SV
32740;ÖL, ALKOHOLFRI, NIKOLAI, 0,0 VOL-% ALKOHOL, SINEBRYCHOFF;SV
32744;MARMELAD AV PLOMMON, PLOMMONSYLT;SV
32745;ENERGIDRYCK, VITAMINERAD, DELVIS SYNTETISKT SÖTAD;SV
32746;ENERGIDRYCK, VITAMINERAD, SYNTETISKT SÖTAD;SV
32758;SOJADRYCK, ALPRO EKOLOGISK;SV
32770;MINERALVATTEN, NOVELLE PLUS, ZINK OCH VITAMIN E, SÖTAD MED FRUKTOS, HARTWALL;SV
32771;MINERALVATTEN, NOVELLE PLUS, MED TILLSATT KALCIUM, HARTWALL;SV
32772;MINERALVATTEN, NOVELLE PLUS, VITAMIN C OCH MAGNESIUM, HARTWALL;SV
32773;MINERALVATTEN, SÖTAT MED FRUKTOS, NOVELLE FRISS, MEDELVÄRDE, HARTWALL;SV
32774;HAVREDRYCK, NALLE SUKLAAKAURAJUOMA, MED KALCIUM OCH VITAMIN D;SV
32778;PÅLÄGGSKORV, LÖRDAGSKORV, 18 % FETT;SV
32779;PÅLÄGGSKORV, LÖRDAGSKORV, 19 % FETT;SV
32783;HAVREDRYCK, MED KALCIUM OCH VITAMINER, RAINBOW;SV
32784;PÅLÄGGSKORV, LÖRDAGSKORV, LÄTT, MEDELVÄRDE, 9 % FETT;SV
32786;PÅLÄGGSKORV, LÖRDAGSKORV, 17 % FETT;SV
32787;RISDRYCK, RICE DREAM SUKLAA, MED KALCIUM;SV
32790;RISDRYCK, RICE DREAM, HASSELNÖT-MANDEL;SV
32795;GRILLKORV, ULTRALÄTT, MJÖLKFRI, 7 % FETT;SV
32796;GRILLKORV, INNEHÅLLER SOJAPROTEIN, MEDELVÄRDE;SV
32800;GLASS, RISGLASS, R-ICE, VANILJ-CHOKLAD, GLUTENFRI, INGMAN;SV
32802;GLASS, RISGLASS, R-ICE VANILJ, INGMAN;SV
32804;GLASS, LÄTT, SYNTETISKT SÖTAD, VANILJ-JORGUBB, INGMAN;SV
32885;HAVREDRYCK, NORDIC, NATURELL, MED KALCIUM OCH VITAMIN D;SV
32887;RISDRYCK, NORDIC, MED KALCIUM OCH VITAMIN D;SV
32892;FIBERHALTIG FRUKTDRYCK, HYVÄÄ PÄIVÄÄ, TRANBÄR, DELVIS SYNTETISKT SÖTAD;SV
32893;FRUKTDRYCK, HYVÄÄ PÄIVÄÄ, CITRUS, FRUKTOS, DELVIS SYNTETISKT SÖTAD, VITAMINERAD;SV
32894;FRUKTDRYCK, HYVÄÄ PÄIVÄÄ, SÖTAD MED FRUKTOS, VITAMINERAD;SV
32895;NÖT, MACADAMIA NÖT;SV
32897;ENERGIDRYCK, ENERGIVATTEN, TEHO, OLVI, VITAMINERAD;SV
32925;OST, GETOST, CHÈVRE, 30 % FETT;SV
33020;KRYDDSÅS, SWEET CHILI SAUCE, CHILISÅS;SV
33021;KRYDDPASTA, CURRY PASTA;SV
33022;KRYDDPASTA, INGEFÄRAPASTA;SV
33023;INGEFÄRA, ROT, RÅ;SV
33024;INGEFÄRA, INLAGD;SV
33038;SHARON, KAKI, PERSIMON;SV
33042;YOGHURT, NATURELL, A+, LAKTOSFRI, 4 % FETT, 1 UG VITAMIN D;SV
33047;MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, FETT 13 %, LÅG LAKTOSHALT;SV
33048;MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, 7 % FETT;SV
33049;MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, 4 % FETT;SV
33060;PAPAYA, TORKAD;SV
33065;MANGO, TORKAD;SV
33067;SPECIALFRUKT, EXOTISK, MEDELVÄRDE, MANGO/PAPAYA, TORKAD;SV
33070;FIKON, TORKAD;SV
33077;ANANAS, TORKAD;SV
33091;AVOKADOOLJA;SV
33095;NÖT, PECANNÖT;SV
33097;GRILLKORV, BALKANKORV/BRATWURST;SV
33102;NÖT, HONUNGSROSTAD JORDNÖT;SV
33103;YOGHURT, SMAKSATT, 2,7 % FETT, LAKTOSFRI, 1 UG VITAMIN D, PROB., VALIO OLO;SV
33111;MJÖLK, HELMJÖLK, 3 % FETT, LAKTOSFRI, 1 UG VITAMIN D;SV
33116;OST, SALLADOST, 2-5 % FETT, AV KOMJÖLK, I SALTLAG;SV
33118;OST, SALLADOST, 6-8 % FETT, AV KOMJÖLK, I SALTLAG;SV
33119;OST, SALLADOST, 9-11 % FETT, AV KOMJÖLK, I SALTLAG;SV
33120;OST, SALLADSOST, 22 % FETT, AV KOMJÖLK, I OLJA;SV
33121;HAMPFRÖ, HEL;SV
33122;SOJADRYCK MED KALCIUM OCH VITAMINER, ALPRO;SV
33124;SOJADRYCK MED KALCIUM OCH VITAMINER, RAINBOW;SV
33125;SOJADRYCK, PIRKKA EKOLOGISK;SV
33128;NÖT, CHILINÖT;SV
33129;YOGHURT, NATURELL, LAKTOSFRI, FETT 5,5%, VALIO EILA LOHKEAVA;SV
33130;NÖT, CASHEW-NÖT, SALTAD;SV
33131;NÖT, PISTAGENÖT, SALTAD;SV
33132;SOJADRYCK, KALCIUM, GOGREEN;SV
33133;SOJADRYCK, KALCIUM, GOGREEN ORIGINAL;SV
33134;SOJADRYCK MED CHOKLADSMAK, PIRKKA EKOLOGISK;SV
33135;SOJADRYCK, EKOLOGISK, RAINBOW;SV
33136;SOJADRYCK, NORDIC, MED D-VITAMIN OCH KALCIUM;SV
33137;SOJADRYCK, ALPRO LÄTT CHOKLADDRYCK, KALCIUM OCH VITAMINER;SV
33138;SOJADRYCK, ALPRO CHOKLAD, KALCIUM OCH VITAMINER;SV
33139;SOJADRYCK, KALCIUM OCH VITAMINER, SOYWELL SOYA DRINK, LIDL;SV
33142;YOGHURT, SMAKSATT, FETTFRI, LAKTOSFRI, 1 UG VITAMIN D;SV
33147;KVARG, SMAKSATT, 2,9 % FETT, DANONINO, 1,25 UG VITAMIN D;SV
33150;YOGHURT,  SMAKSATT, 4,6 % FETT, LAKTOSFRI, VALIO EILA LOHKEAVA;SV
33151;HAVSSALT, OJODAT;SV
33154;FILÉ AV FISK, GRAVAD;SV
33158;MELLANMÅLSSTÅNG, CHOKLAD, KELLOGG´S SPECIAL K BAR CHOCOLATE, VITAMINERAD;SV
33159;MELLANMÅLSSTÅNG, KELLOGG´S RICE KRISPIES CEREAL & MILK BAR, VITAMINERAD;SV
33160;HAVREDRYCK, MELLANMÅLSDRYCK MED APRIKOSSMAK, ELOVENA, 2,9 % FETT;SV
33161;HAVREDRYCK, MELLANMÅLSDRYCK MED SKOGSBÄR, ELOVENA, 0,5 % FETT;SV
33162;YOGHURT, NATURELL, 2,5 % FETT;SV
33163;HAVREDRYCK, MELLANMÅLSDRYCK MED FRUKTSMAK, ELOVENA, 0,5 % FETT;SV
33164;MJÖLK, HELMJÖLK, LÅG LAKTOSHALT, UTAN TILLSATT VITAMIN D;SV
33168;OST, HALVHÅRD OST, 10 % FETT, VALIO POLAR;SV
33169;HAVREDRYCK UTAN MJÖLK, VANILJ, MED KALCIUM OCH VITAMIN D;SV
33170;PANGASIUS, FILÉ, IMPORTERAD FISK;SV
33171;HOKI, IMPORTERAD FISK;SV
33174;KÖTTFÄRS, GRIS-NÖT, LÅG FETTHALT, 10 % FETT;SV
33179;KVARG, NATURELL, 0,3 % FETT, LAKTOSFRI;SV
33189;KVARG, SMAKSATT, FETT 7 %, SÖT, LAKTOSFRI;SV
33198;YOGHURT, SMAKSATT, FETTFRI, SYNTETISKT SÖTAD;SV
33200;FIL, SMAKSATT, 1 % FETT, LAKTOSFRI;SV
33201;FIL, 1 % FETT, LAKTOSFRI;SV
33211;TILAPIA, IMPORTERAD FISK;SV
33251;TILAPIA, UGNSSTEKT;SV
33265;NÖT, CASHEWNÖT, ÖVERDRAGEN MED MJÖLKCHOKLAD;SV
33266;NÖT, CASHEWNÖT, ÖVERDRAGEN MED YOGHURT;SV
33267;BANANCHIPS, ÖVERDRAGNA MED YOGHURT;SV
33268;ANANAS, TORKAD, ÖVERDRAGEN MED YOGHURT;SV
33269;ÄPPELCHIPS;SV
33272;MELLANMÅLSSTÅNG MED CHOKLAD OCH FLINGOR, VITAMINERAD, KELLOGG´S COCO POPS ROCKS;SV
33280;YOGHURT, SMAKSATT, 2 % FETT, LAKTOSFRI, 1 UG VITAMIN D;SV
33284;YOGHURT, NATURELL, LAKTOSFRI, FETTFRI, 1 UG D-VITAMIN;SV
33298;YOGHURT MED MYSLI , A+, LAKTOSFRI, FETT 3,5 %, 0,9 UG D-VITAMIN;SV
33304;SPORTDRYCK, KONCENTRAT, DEXAL HEAVY, UTSPÄDD;SV
33305;SPORTDRYCK, KONCENTRAT, DEXAL LIGHT, UTSPÄDD;SV
33317;SPORTDRYCK, KONCENTRAT, DEXAL LIGHT;SV
33319;IMPORTERAD VITFISK, TILAPIA/PANGASIUS/HOKI, MEDELVÄRDE;SV
33320;IMPORTERAD VITFISK, TILAPIA/PANGASIUS/HOKI, MEDELVÄRDE, KOKT, UTAN SALT;SV
33323;SPORTDRYCK, KONCENTRAT, DEXAL HEAVY;SV
33334;SPORTDRYCK, PRO FX ZERO CARB;SV
33338;SPORTDRYCK, LEADER CARBO ENERGY;SV
33339;KYCKLINGFILÉ I HONUNGSMARINAD, RÅ;SV
33342;KVARG, KVARGEFTERRÄTT, 4,5 % FETT, VALIO RAHKAVAAHTO, LAKTOSFRI;SV
33343;SPORTDRYCK, LEADER PROTEIN 40;SV
33357;KAFFE, SNABBKAFFE, PULVER;SV
33360;SPORTDRYCK, KOLHYDRATER OCH PROTEIN, PRO FX RECOVERY;SV
33367;SPORTDRYCK, KOLHYDRATER OCH PROTEIN, LEADER RECOVERY;SV
33372;SPORTDRYCK, KOLHYDRATER OCH PROTEIN, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33375;SPORTDRYCK, KOLHYDRATER, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33376;SPORTDRYCK, PROTEIN, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33382;LAX, VARMRÖKT;SV
33395;POTATISMOSPULVER, OTILLRETT, RAINBOW;SV
33396;POTATISMOSPULVER, OTILLRETT, PIRKKA/FELIX;SV
33397;POTATISMOSPULVER, OTILLRETT, ELDORADO;SV
33403;MÅLTIDSERSÄTTNING, PROTEINRIK STÅNG, 54 % PROTEIN, MAXIM;SV
33404;KVARG, BÄR-/FRUKTKVARG, FETT 3 %, DANIO;SV
33405;KVARGEFTERRÄTT, DANIO STRACCIATELLA, FETT 4,4 %;SV
33408;SIK, VARMRÖKT;SV
33409;REGNBÅGSLAXFILÉ, KALLRÖKT;SV
33410;YOGHURT, SMAKSATT, 2 % FETT;SV
33414;REGNBÅGSLAXFILÉ, VARMRÖKT;SV
33415;FISK, VARMRÖKT, MEDELVÄRDE;SV
33419;REGNBÅGSLAXFILÉ;SV
33420;LAX, KALLRÖKT;SV
33424;MAKRILL, RÖKT;SV
33428;KAFFE, INSTANT, KAFFEDRYCK;SV
33432;SÖTSAK, SUFFELI CHOKLADVÅFFLA, VÅFFLA, TOFFEEFYLLNING OCH MJÖLKCHOKLAD, FAZER;SV
33433;BASILIKA, TORKAD;SV
33436;NYPON, TORKAT, NYPONPULVER;SV
33438;CAFFE LATTE, OSÖTAD, FETTFRI MJÖLK;SV
33439;CAFFE LATTE, OSÖTAD, LÄTTMJÖLK;SV
33441;CAPPUCCINO, OSÖTAD, LÄTTMJÖLK;SV
33442;CAFFE LATTE, OSÖTAD, SOJADRYCK;SV
33447;SÖTSAK, MARSHMALLOW;SV
33449;OST, MEDELVÄRDE;SV
33456;SPENAT;SV
33465;OST, HALLOUMIOST, AV GETMJÖLK, 22 % FETT;SV
33466;MJÖLK, MEDELVÄRDE, 1 UG VITAMIN D;SV
33487;VEGETABILISK MATFETT 70 %, KEIJU LAKTOSFRI, CATERING, 20 UG VITAMIN D;SV
33488;MARGARIN 40 %, KEIJU LÄTT LAKTOSFRI, CATERING, 20 UG VITAMIN D;SV
33489;MARGARIN 60 %, KEIJU NORMAL SALTAD, CATERING, 20 UG VITAMIN D;SV
33494;PAPRIKA, RÖD, KONSERV;SV
33496;VEGETABILISK MATFETT 70 %, BECEL GOLD, 20 UG VITAMIN D;SV
33499;SOJAKROSS, LJUST ELLER MÖRKT;SV
33501;TOFU, MJUK, SOJAPREPARAT;SV
33502;KNACKKORV, TOFU KORV;SV
33519;SÖTNINGSMEDEL, STEVIA, CANDEREL GREEN PULVER;SV
33520;SÖTNINGSMEDEL, STEVIA, CANDEREL GREEN TABLETT;SV
33521;SÖTNINGSMEDEL, STEVIA, CANDEREL GREEN STICK;SV
33525;FETTPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33542;CHOKLAD, MÖRK, 80 %;SV
33549;ÄGGPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33550;ÄGGVITEPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33551;ÄGGULEPULVER, FÖR LIVSMEDELSINDUSTRI;SV
33553;KRYDDSÅS, SWEET AND SOUR SAUCE, DIPSÅS;SV
33554;OST, EMMENTALOST, 28 % FETT, VALIO POLAR;SV
33555;OST, HALVHÅRD OST, 5 % FETT, VALIO POLAR;SV
33556;OST, HALVHÅRD OST, 15 % FETT, VALIO POLAR;SV
33559;JORDGUBBSSYLT, INDUSTRIELL, SOCKER 46 G/100 G;SV
33568;NÖTTER OCH TORKAD FRUKT, BLANDNING;SV
33569;NÖTTER, BLANDNING, UTAN SALT;SV
33579;SALTA NÖTTER, BLANDNING;SV
33586;GLASS, SNICKERS;SV
33587;FISK, VÄGT MEDELVÄRDE;SV
33596;HAVREDRYCK, NATURELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33597;SOJADRYCK, NATURELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33600;RISDRYCK, NATURELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33601;POTATISMOSPULVER, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33629;KVARG, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33631;MJÖL, GLUTENFRI MJÖLBLANDNING, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33632;PASTA, GLUTENFRI, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33638;SÅSPULVER, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33671;PROFEEL PROTEINDRYCK, VALIO, 1 UG VITAMIN D;SV
33675;SURMJÖLK, LÄTT SURMJÖLK 1 % FETT, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
33678;SURMJÖLK, AB-SURMJÖLK, 2 % FETT, 1 UG VITAMIN D, PROBIOTIKA;SV
33679;SURMJÖLK, AB-SURMJÖLK, 1,5 % FETT, 1 UG VITAMIN D, PROBIOTIKA;SV
33690;YOGHURT, SMAKSATT, 2,6 % FETT, LÅG LAKTOSHALT, 30 % MINDRE SOCKER;SV
33696;YOGHURT, SMAKSATT, AB, 3,3 % FETT, PROBIOTIKA;SV
33697;YOGHURT, NATURELL, AB, 2,5 % FETT, PROBIOTIKA;SV
33698;YOGHURT, NATURELL, AB, 0,2 % FETT, PROBIOTIKA;SV
33703;YOGHURT, DRICKBAR, 0,9 % FETT, PROBIOTIKA;SV
33714;YOGHURT, SMAKSATT, A+, LAKTOSFRI, FETT 3,2 %, 1 UG VITAMIN D;SV
33725;YOGHURT, SMAKSATT, REDUCOL, 2 % FETT, LÅG LAKTOSHALT, VÄXTSTEROL, -STANOL, PROB.;SV
33726;VEGETABILISK MATFETT 70 %, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
33727;YOGHURT, REDUCOL, 2,5 % FETT, LÅG LAKTOSHALT, VÄXTSTEROL OCH -STANOL, PROB.;SV
33728;FIL, 1,5 % FETT, LAKTOSFRI;SV
33739;MJÖLK, HELMJÖLK, 4,4 % FETT, UTAN TILLSATT VITAMIN D, OHOMOGENISERAD;SV
33757;JUICE, APELSINJUICE, 60 MG VITAMIN C;SV
33758;SKINKPÅLÄGG, LÅG FETTHALT, 2 % FETT;SV
33760;YOGHURT, SMAKSATT, 2 % FETT, LAKTOSFRI, A+, 1 UG VITAMIN D;SV
33790;MJÖLK, LÄTTMJÖLK, LAKTOSFRI, 2 UG VITAMIN D, VALIO EILA;SV
33791;MJÖLK, FETTFRI, LAKTOSFRI, 2 UG VITAMIN D, VALIO EILA;SV
33792;MJÖLK, HELMJÖLK, 3 % FETT, LAKTOSFRI, 2 UG VITAMIN D, VALIO EILA;SV
33845;MEDVURST/SALAMI, 22 %;SV
33852;SURMJÖLK, FETTFRI, VALIO EILA, 2 UG VITAMIN D;SV
33872;BRÖSTMJÖLK;SV
33882;MARGARIN, FLORA KULTA, 80 %;SV
33884;JUICE, ANANAS-MOROT, KALCIUM, VITAMIN C OCH D, PROBIOTIKA, VALIO GEFILUS;SV
33885;KVARG, BÄR-/FRUKTKVARG, PROFEEL PROTEIN KVARG, LAKTOSFRI;SV
33889;CHOKLAD, MJÖLKCHOKLAD MED HASSELNÖTTER;SV
33899;MAIZENA EXPRESS AVREDNING;SV
33900;HAVREDRYCK UTAN MJÖLK, OATLY CHOKLAD, KALCIUM OCH VITAMINER, 09/2012;SV
33901;HAVREDRYCK UTAN MJÖLK, OATLY, KALCIUM OCH VITAMINER, 09/2012;SV
33907;VASSLEDRYCK, GEFILUS, LÅG LAKTOSHALT, VITAMINER, PROBIOTIKA;SV
33908;SAFT, GEFILUS, APELSIN-PERSIKA, FIBER, VITAMIN C OCH D, PROBIOTIKA;SV
33909;JUICE, TILLSATT C- OCH D-VITAMIN, PROBIOTIKA, VALIO GEFILUS;SV
33910;YOGHURT, DRICKBAR, ACTIMEL, FETT 1,5 %, 0,75 UG VITAMIN D, PROBIOTIKA;SV
33911;YOGHURT, DRICKBAR, ACTIMEL, FETTFRI, SYNTETISKT SÖTAD, 0,75 UG VIT D, PROBIOTIKA;SV
33924;GRÄDDE, VALIO JORDGUBBE/CHOKLAD, LAKTOSFRI;SV
33925;QUORN, FILE, FÄRS, BITAR;SV
33927;PÅLÄGG AV HELT KÖTT, KALKONPÅLÄGG;SV
33928;ÄPPELMOS, SOCKRAD;SV
34079;GRÖTFLINGOR, FIBERRIKA, NALLE;SV
34110;MAIZENA REDNING, BRUN/LJUS;SV
34127;MJÖLK, LÄTTMJÖLK, 2 UG TILLSATT VITAMIN D, VALIO PLUS;SV
34136;HAVSTÅNG, NORI, TORKAT;SV
34137;HAVSTÅNG, WAKAME, TORKAT;SV
34140;KOKOSOLJA;SV
34159;RUCOLA, RUCCOLA, SENAPSKÅL;SV
34180;KYCKLINGBEN, MED SKINN, RÅ;SV
34183;NÖTKÖTT, SORTIMENT E, SÅSKÖTT, RÅ;SV
34184;RYPSGRIS, GRISKÖTT STRIMLAT;SV
34185;KORNGRIS, STRIMLAD;SV
34187;NÖTKÖTT, INNERFILÉ;SV
34188;GRISKÖTT, YTTERFILÉ;SV
34189;GRISKÖTT, SORTIMENT 0, SÅSKÖTT, RÅ;SV
34190;GRISKASSLER, BIFF/STEK, RÅ;SV
34201;NÖTKÖTT, LÅG FETTHALT, MEDELVÄRDE;SV
34228;SPENAT, DJUPFRYST;SV
34229;ÄRTER, GRÖNA, DJUPFRYSTA;SV
34230;VILD RUCOLA, SANDSENAP;SV
34231;ISSALLAT;SV
34232;CIKORIA, RÖD;SV
34233;ROMANSALLAT;SV
34234;RÖDLÖK;SV
34235;RÄTTIKA;SV
34236;ÄRTSKOTT;SV
34237;VÅRSALLAT, VÅRKLYNNE;SV
34238;KORIANDER, FÄRSK;SV
34239;SKOGSRISKA;SV
34240;TRATTKANTARELL;SV
34241;SKÄGGRISKA;SV
34242;MJÖL, VETEMJÖL, BAGERIINDUSTRIN V600;SV
34243;BONDBÖNOR, FÄRSK;SV
34244;SOCKERÄRT, FÄRSK;SV
34245;SESAMFRÖN, VIT, UTAN SKAL;SV
34246;MJÖL, RÅGMJÖL, FULLKORNS R800;SV
34247;MJÖL, RÅGMJÖL, FULLKORNS R1000;SV
34248;MJÖL, KORNMJÖL, FULLKORNS;SV
34249;MJÖL, SPECIALVETEMJÖL;SV
34252;SIK, ODLAD;SV
34253;SILL, INLAGD, I KLAR LAG;SV
34254;HAVSTÅNG, KOMBU, TORKAT;SV
34255;LAX, ODLAD;SV
34256;REGNBÅGSLAX, ODLAD;SV
34261;YOGHURT, SMAKSATT, 2,7 % FETT;SV
34265;BÄR-/FRUKTYOGHURT 2 % FETT, LÅG LAKTOSHALT, -30% SOCKER, VITD 1 UG;SV
34276;SAFTDRYCK, 40 % MINDRE SOCKER, SÖTAD MED STEVIA, VALIO GRANDI;SV
34361;MANGO SKALAD;SV
34380;BÖNOR, VITA;SV
34585;SKYR, NATURELL, <0,5 % FETT;SV
34586;SKYR, SÖTAD MED SOCKER, <0,5 % FETT;SV
34587;SKYR, SYNTETISKT SÖTAD, <0,5 % FETT;SV
34588;SKYR, SYNTETISKT SÖTAD, 2% FETT;SV
34589;SKYR, SÖTAD MED SOCKER OCH STEVIA, <0,5 % FETT;SV
34590;KVARG, KVARGYOGHURT, NATURELL, 0,9 % FETT;SV
34591;GRÄDDKVARG, 7 % FETT;SV
34592;KVARG, NATURELL, 2,3 % FETT, LÅG LAKTOSHALT;SV
34593;SKYR, NATURELL, 4% FETT;SV
34594;KVARG, FETT 8,8 %, MINTCHOKLAD, VALIO, LAKTOSFRI;SV
34595;KVARG, SMAKSATT, 7 % FETT, LÅG LAKTOSHALT;SV
34596;KVARG, BÄR-/FRUKTKVARG, PROFEEL PROTEIN KVARG MED SYLT, LAKTOSFRI;SV
34597;KVARG, BÄR-/FRUKTKVARG, PROFEEL PROTEIN KVARG, SYNTETISKT SÖTAD, LAKTOSFRI;SV
34600;KVARG, SMAKSATT, 4,5 % FETT;SV
34601;KVARG, BÄR-/FRUKTKVARG, ARLA PROTEIN KVARG, LAKTOSFRI;SV
34602;KVARG, NATURELL, 0,3 % FETT, 12 % PROTEIN, LAKTOSFRI;SV
34606;YOGHURT, DRICKBAR, 1,7 % FETT, VALIO PLAY, LAKTOSFRI, 1,5 UG VITAMIN D;SV
34611;YOGHURT, NATURELL, GREKISK, 7 % FETT, LAKTOSFRI;SV
34612;MELLANMÅLSDRYCK, GEFILUS DRYCK, FETTFRI, LAKTOSFRI, D-VIT, PROBIOTIKA;SV
34613;YOGHURT, DRICKBAR, GEFILUS SMOOTHIE, 1,4 % FETT, LAKTOSFRI, 1 UG VITAMIN D;SV
34614;MELLANMÅLSDRYCK, GEFILUS KEFIR, 2 % FETT, LAKTOSFRI, 1 UG VITAMIN D, PROBIOTIKA;SV
34615;MELLANMÅLSDRYCK, GEFILUS KEFIR, NATURELL, LAKTOSFRI, 2,5 % FETT, 1 UG VITAMIN D;SV
34616;YOGHURT, SMAKSATT, 2,7 % FETT, GEFILUS KEFIR, LAKTOSFRI, 1 UG VITAMIN D, PROB.;SV
34618;YOGHURT, DRICKBAR, 2 % FETT, VALIO GREKISK, LAKTOSFRI, 1 UG VITAMIN D;SV
34619;YOGHURT, SMAKSATT, VALIO GREKISK, 4,7 % FETT, LAKTOSFRI;SV
34620;YOGHURT, SMAKSATT, VALIO GREKISK, 6 % FETT, LAKTOSFRI;SV
34621;YOGHURT, SMAKSATT, 3,3 % FETT, VALIO FRUKTIG, LAKTOSFRI;SV
34625;YOGHURT, SMAKSATT, 2 % FETT, -30% SOCKER, EKOLOGISK, LAKTOSFRI;SV
34626;YOGHURT, SMAKSATT, 2 % FETT, -50% SOCKER, EKOLOGISK, LAKTOSFRI;SV
34630;YOGHURT, NATURELL, A+, 2,5 % FETT, LAKTOSFRI, 1 UG VITAMIN D;SV
34631;YOGHURT, SMAKSATT, A+ UTAN TILLSATSÄMNE, 3 % FETT, LAKTOSFRI;SV
34634;YOGHURT, NATURELL, A+ GREKISK, 2 % FETT, LAKTOSFRI, 0,8 UG VITAMIN D;SV
34635;YOGHURT, TURKISK/GREKISK, 10 % FETT, LAKTOSFRI;SV
34636;YOGHURT, NATURELL, 2,5 % FETT, EKOLOGISK, LAKTOSFRI;SV
34637;YOGHURT MED KVARG, SMAKSATT, ARLA IHANA, 1,4 % FETT, 0,4 UG VITAMIN D, LAKTOSFRI;SV
34638;YOGHURT, NATURELL, EKOLOGISK, 3 % FETT;SV
34639;YOGHURT, SMAKSATT, 2 % FETT, ARLA LUONTO+ HONUG, 1UG VITAMIN D, PROB., LAKTOSFRI;SV
34640;YOGHURT, SMAKSATT, 2 % FETT, ARLA LUONTO+, 1 UG VITAMIN D, AB, LAKTOSFRI;SV
34641;YOGHURT, SMAKSATT, 1,9 % FETT, ARLA LUONTO+, 0,8 UG VITAMIN D, PROB, LAKTOSFRI;SV
34644;YOGHURT, SMAKSATT, LUONTO+, FETTFRI, 1 UG VITAMIN D, AB, LAKTOSFRI;SV
34646;YOGHURT, SMAKSATT, ARLA PROTEIN, 1 % FETT, LAKTOSFRI;SV
34648;YOGHURT, SMAKSATT, ARLA PROTEIN YOGHURT MED GRANOLA, FETT 4 %, LAKTOSFRI;SV
34649;KVARG, SMAKSATT, FETTFRI, SYNTETISKT SÖTAD, LAKTOSFRI;SV
34650;YOGHURT, DRICKBAR, FETTFRI, SYNTETISKT SÖTAD;SV
34651;ÄGG, UTAN SKAL, EKOLOGISK;SV
34652;YOGHURT, SMAKSATT, ACTIVIA LÄTT, FETTFRI, DELVIS SYNTETISK SÖTAD, PROBIOTIKA;SV
34653;YOGHURT, DRICKBAR, DANUP DRINK, 0,8 % FETT;SV
34654;KVARG, SMAKSATT, 4 % FETT;SV
34655;KVARG, SMAKSATT, FETTFRI, PROTEIN KVARG, LÅG LAKTOSHALT;SV
