FOODID;FOODNAME;LANG
168;MALT FOR BEER;EN
170;OAT BRAN;EN
172;SPAGHETTI SPINACH, CONTAINS EGG;EN
173;OAT MACARONI, CONTAINS WHEAT AND OATS;EN
175;WHEAT GRAIN, CRUSHED;EN
176;RYE GRAIN, CRUSHED;EN
182;FLOUR, RICE FLOUR, RICE FLAKE;EN
183;FLOUR, RICE FLOUR, WHOLE GRAIN;EN
184;TORTILLA CHIPS, TACO SHELL;EN
185;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH;EN
189;FLOUR MIXTURE, RYE, WHEAT;EN
202;POTATO, DRIED;EN
203;POTATO CRISPS, POTATO CHIPS, POTATO SNACK;EN
204;POTATO, NEW;EN
205;POTATO, PEELED;EN
206;MASHED POTATO POWDER;EN
207;FRENCH FRIES, FROZEN;EN
209;POTATOFLAKE;EN
300;CARROT;EN
302;CARROT, DRIED;EN
303;SWEDE, RUTABAGA;EN
304;TURNIP;EN
305;BEETROOT, RED BEET;EN
307;BEETROOT, PICKLED;EN
308;RADISH;EN
309;PARSNIP;EN
310;JERUSALEM ARTICHOKE;EN
311;CELERIAC, TURNIP-ROOTED CELERY, KNOB CELERY, CELERY ROOT;EN
312;BLACK SALSIFY;EN
320;WHITE CABBAGE;EN
321;RED CABBAGE;EN
322;CAULIFLOWER;EN
324;BROCCOLI;EN
326;KALE;EN
327;BRUSSELS SPROUT;EN
329;KOHLRABI;EN
330;LETTUCE;EN
331;ICEBERG LETTUCE;EN
333;PARSLEY;EN
334;NETTLE, STINGING NETTLE;EN
335;ONION;EN
336;ONION, DRIED;EN
337;LEEK;EN
338;RHUBARB;EN
339;CELERY;EN
340;ASPARAGUS, CANNED;EN
342;MUSHROOM, BOLETUS, RUSSULA;EN
343;MUSHROOM, MILK CAPS, SALTED;EN
344;MUSHROOM IN VINEGAR;EN
345;CHAMPIGNON, FRESH;EN
346;CUCUMBER;EN
347;CUCUMBER, PICKLED CUCUMBER, WITHOUT ADDED SUGAR;EN
348;PICKLED CUCUMBER, SWEET, FLAVOURED;EN
350;PUMPKIN;EN
351;SALAD, PICKLED PUMPKIN;EN
352;TOMATO;EN
353;TOMATO KETCHUP;EN
354;TOMATO PUREE;EN
355;SWEET PEPPER, AVERAGE;EN
356;MIXED VEGETABLES, CARROT, CAULIFLOWER, PEA, BEAN;EN
358;VEGETABLE JUICE;EN
359;CHINESE CABBAGE;EN
360;SWISS CHARD;EN
362;AUBERGINE;EN
363;SWEET CORN KERNELS;EN
364;GARDEN CRESS;EN
367;CHANTERELLE;EN
368;FALSE MOREL;EN
369;DILL, FRESH;EN
370;PEA, GREEN;EN
371;PEA, GREEN, DRIED;EN
372;BEAN, GREEN BEAN, STRING BEAN;EN
373;BEAN, COMMON BEAN, BROWN BEAN, WHITE BEAN, AVERAGE;EN
375;NUT, HAZELNUT;EN
376;NUT, WALNUT;EN
377;CHESTNUT;EN
378;NUT, PEANUT;EN
379;ALMOND;EN
380;FLOUR, SOYA FLOUR, FULL FAT;EN
381;FLOUR, SOYA FLOUR, LOW-FAT;EN
382;COCONUT FLAKE;EN
383;NUT, PEANUT, SALT;EN
384;BEANSPROUTS AND ALFALFA SPROUTS, AVERAGE;EN
385;SESAME SEED, WITH HULL;EN
386;SWEET PEPPER, RED;EN
387;SWEET PEPPER, GREEN;EN
388;SWEET PEPPER, YELLOW;EN
389;ZUCCHINI, SUMMER SQUASH;EN
390;TOMATO JUICE, UNSWEETENED;EN
391;SOYA BEANS, DRIED;EN
392;CHIVES;EN
393;GARLIC;EN
394;SALAD, SWEET PICKLE RELISH;EN
395;BEAN, WHITE BEAN, BOILED;EN
398;TOMATOES, CRUSHED, CANNED;EN
399;LENTILS, GREEN/BROWN, DRIED;EN
401;APPLE, DRIED;EN
408;APRICOT, CANNED, IN SYRUP;EN
409;APRICOT, DRIED;EN
411;PEACH, CANNED, IN SYRUP;EN
412;PEACH, DRIED;EN
417;PINEAPPLE, CANNED, IN SYRUP;EN
423;GRAPE, AVERAGE, GREEN OR RED, SEEDLESS;EN
427;MIXED FRUIT, DRIED;EN
428;RAISIN;EN
431;OLIVE, AVERAGE, WITH STONE, IN OIL, GREEN/BLACK;EN
432;FRUIT COCKTAIL, IN SYRUP;EN
433;APPLE JUICE, UNSWEETENED, VITAMIN C;EN
434;ORANGE JUICE, UNSWEETENED, VITAMIN C;EN
435;GRAPEFRUIT JUICE, UNSWEETENED, VITAMIN C;EN
436;FRUIT JUICE, UNSWEETENED, VITAMIN C, AVERAGE;EN
437;LEMON JUICE, UNSWEETENED, DILUTED;EN
438;PINEAPPLE JUICE, UNSWEETENED, VITAMIN C;EN
440;LINGONBERRY, COWBERRY;EN
441;CRANBERRY;EN
442;BLUEBERRY, BILBERRY;EN
444;BLACKCURRANT;EN
445;REDCURRANT;EN
446;GOOSEBERRY;EN
447;STRAWBERRY;EN
448;RASPBERRY;EN
449;CLOUDBERRY;EN
450;MIXED BERRY JAM;EN
451;BERRY JUICE, SWEETENED, UNDILUTED, HOME-MADE;EN
452;BLACKCURRANT JUICE, SWEETENED, UNDILUTED, HOME-MADE;EN
453;BERRY JUICE, UNSWEETENED, UNDILUTED, HOME-MADE;EN
454;BERRY, AVERAGE;EN
455;SEA BUCKTHORN BERRY;EN
456;BERRY MARMALADE;EN
457;ROWANBERRY, SORBUS;EN
458;JUICE DRINK, BLACKCURRANT-LINGONBERRY, CONTAINS SUGAR;EN
459;JUICE DRINK, LINGONBERRY, UNDILUTED, CONTAINS SUGAR;EN
461;BERRY JUICE, SWEETENED, DILUTED, HOME-MADE;EN
462;BLACKCURRANT JUICE, SWEETENED, DILUTED, HOME-MADE;EN
463;BERRY JUICE, UNSWEETENED, DILUTED, HOME-MADE;EN
469;FRUIT JUICE, FIVE FRUITS, UNSWEETENED, VITAMIN C;EN
471;PINEAPPLE, CANNED, IN OWN JUICE;EN
472;APPLESAUCE, UNSWEETENED;EN
473;FRUIT NECTAR, BERRY NECTAR, SWEETENED, 50% FRUIT;EN
474;BERRY JUICE, UNSWEETENED;EN
476;JAM, SWEETENED WITH FRUCTOSE;EN
477;MUSKMELON/CANTALOUPE MELON, WITHOUT SKIN;EN
478;BERRY NECTAR DRINK, SWEETENED, CONTAINS 50% BERRIES;EN
500;BUTTER;EN
516;HARD MARGARINE  80%, SUNNUNTAI, FOR BAKING, LOW-LACTOSE;EN
530;CATERING MARGARINE FOR BAKING, 80% FAT;EN
531;CATERING OIL, 70% RAPESEED OIL, 30% PALM OIL;EN
535;RAPESEED OIL;EN
536;OLIVE OIL;EN
537;PEANUT OIL;EN
540;SUNFLOWER OIL;EN
541;COOKING OIL, AVERAGE, 87% RAPESEED, 8% SUNFLOWER,AND 5% OLIVE OIL;EN
542;SOYBEAN OIL;EN
543;CORN OIL, MAIZE OIL;EN
550;LARD, FRYING FAT;EN
552;COCONUT BUTTER;EN
553;TALLOW, BEEF FAT;EN
562;MAYONNAISE, 60% FAT;EN
563;SALAD DRESSING, FRENCH DRESSING WITH MUSTARD;EN
565;BLENDED SPREAD 40%, KEVYT LEVI, LOW-SODIUM, LOW-LACTOSE;EN
568;MARGARINE 60%, RAINBOW/PIRKKA/ELDORADO/K-MENU;EN
570;BLENDED SPREAD 40%, KEVYT LEVI, LOW-LACTOSE;EN
576;BUTTER, UNSALTED;EN
578;MAYONNAISE, 27-33% FAT;EN
579;SALAD DRESSING, <17% FAT, LOW-FAT;EN
585;BUTTER, HIGH-SODIUM;EN
593;MARGARINE FOR BAKING 80%, PIRKKA/RAINBOW;EN
597;BLENDED SPREAD 75%, AVERAGE OF INDUSTRIAL PRODUCTS;EN
598;BUTTER OIL 100%, MILKFAT;EN
600;MILK, RAW MILK, 4.4 % FAT, WITHOUT ADDED VITAMIN D;EN
602;BEESTINGS, COLOSTRUM;EN
604;MILK, GOAT MILK;EN
606;MILK, 0% FAT, I UG ADDED VITAMIN D;EN
611;SOUR MILK, 0.8% FAT;EN
612;SOUR MILK, 1 UG VITAMIN D;EN
613;SOUR MILK, BUTTER MILK;EN
615;SOUR CREAM, 10-12% FAT;EN
616;SOUR MILK, ACIDOPHILUS, 2.5% FAT, 1 UG VITAMIN D, PROBIOTICS;EN
617;CURD MILK, PLAIN, 3.5% FAT;EN
618;CURD MILK, PLAIN, 2.5% FAT;EN
619;YOGHURT, PLAIN, 2.5% FAT, LOW-LACTOSE;EN
620;YOGHURT, PLAIN, BULGARIAN, 9% FAT;EN
622;QUARK, <0.5% FAT;EN
627;MILK, 1% FAT, 1 UG ADDED VITAMIN D;EN
628;CREME FRAICHE, 28% FAT;EN
629;WHIPPING CREAM, 38% FAT, LOW-LACTOSE, ULTRA-HEAT-TREATED;EN
630;SOUR CREAM, 40% FAT;EN
631;WHIPPING CREAM, 38% FAT;EN
632;COOKING CREAM, 19% FAT;EN
633;CREAM, LOW-FAT, 1O% FAT, LOW-LACTOSE;EN
635;COTTAGE CHEESE, FAT-FREE, LOW-LACTOSE;EN
636;CURD MILK, FLAVOURED WITH JAM, 1% FAT, LOW-LACTOSE;EN
637;YOGHURT, PLAIN, FAT-FREE, LOW-LACTOSE, 0.5 UG VITAMIN D;EN
639;YOGHURT, FLAVOURED, FAT-FREE;EN
640;CHEESE, WHITE MOULD CHEESE, CAMEMBERT/BRIE, 26-30% FAT;EN
641;CHEESE, TURUNMAA/OLTERMANNI, 30% FAT;EN
642;CHEESE, EMMENTAL, 27-30% FAT, RED-LABEL;EN
643;CHEESE, HARD CHEESE, EDAM TYPE, 24-27% FAT;EN
644;CHEESE, SEMI-HARD CHEESE, EDAM/KADETT, 9-11% FAT;EN
645;CHEESE, HARD CHEESE, GOAT CHEESE, 20-25% FAT;EN
647;PROCESSED CHEESE, 20-24% FAT;EN
648;PROCESSED CHEESE, 27-35% FAT;EN
649;COTTAGE CHEESE, 2-5% FAT;EN
650;CHEESE, HOME-MADE FRESH CHEESE, 9-14% FAT;EN
653;CHEESE, BLUE CHEESE, AURA/DANAZOLE, AVERAGE, 27-30% FAT;EN
654;CHEESE, GOUDA, AVERAGE, 28-30% FAT;EN
655;CHEESE, SEMI-HARD CHEESE, LAPPI/SMÅLAND/BILLINGE/RUSTHOLLI, 25-35% FAT;EN
657;CHEESE, FINNISH OVEN CHEESE, 17-23% FAT;EN
658;CREAM CHEESE, 36-44% FAT, KASAKKA/MUSTA-PEKKA;EN
659;PROCESSED CHEESE, 9-12% FAT, LOW-FAT;EN
661;SOFT ICE CREAM WITH WAFER;EN
663;ICE CREAM, CREAM BASED;EN
664;ICE CREAM BAR, CREAM BASED, CHOCOLATE-COATED;EN
665;ICE CREAM CORNET, CREAM BASED;EN
666;ICE CREAM, MILK BASED;EN
667;ICE CREAM, ARTIFICIALLY SWEETENED, 6.5% FAT;EN
668;ICE CREAM, CREAM BASED, >12% FAT;EN
672;MILK POWDER, FAT-FREE MILK;EN
675;MILK, 1.5% FAT, LOW-LACTOSE, 1 UG ADDED VITAMIN D;EN
680;CURD MILK, PLAIN, 1% FAT;EN
682;CREAM CHEESE, 30% FAT, FLAVOURED, CREME BONJOUR/CANTADOU;EN
684;MILK, 1.5% FAT, 1 UG ADDED VITAMIN D;EN
685;YOGHURT, FLAVOURED, FAT-FREE, PARTIALLY ARTIFIALLY SWEETENED;EN
686;YOGHURT, FLAVOURED, 7% FAT;EN
687;YOGHURT, FAT 6-8%, FOR FOOD PREPARATION;EN
689;MILK, 3.5% FAT, 1 UG ADDED VITAMIN D;EN
690;CHEESE, FETA TYPE SALAD CHEESE IN BRINE, 18% FAT;EN
691;CHEESE, EMMENTAL, 27-30% FAT, BLUE-LABEL;EN
698;CHEESE, CHEDDAR TYPE, 34% FAT;EN
699;COOKING CREAM, VEGETABLE FAT, 15% FAT;EN
701;PORK, MEDIUM FAT;EN
703;PORK CHOP, THICK LAYER OF FAT;EN
704;HAM, FATTY;EN
705;PORK SHOULDER;EN
706;PORK RIBS;EN
707;BACON, 32% FAT;EN
708;FATBACK;EN
709;PORK KNUCKLE, HAM HOCK;EN
711;PORK BEEF MINCE;EN
712;LEAN STEAK MINCE, 7% FAT;EN
713;PORK, AVERAGE;EN
714;BEEF, AVERAGE;EN
716;BEEF, MEDIUM FAT, 13% FAT;EN
718;BEEF ROUND;EN
719;BEEF CHUCK, BEEF SHOULDER;EN
720;BEEF KNUCKLE;EN
721;BEEF BRISKET;EN
722;BEEF SIRLOIN;EN
723;BEEF FLANK;EN
726;VEAL ROAST, RAW;EN
730;LAMB, LOW-FAT;EN
731;LAMB;EN
732;LAMB ROAST;EN
734;REINDEER;EN
735;ELK;EN
736;HARE;EN
737;RABBIT;EN
741;BEEF, CANNED;EN
743;PORK AND BEEF, CANNED;EN
747;BEEF JELLY;EN
748;PORK ROAST, LEAN;EN
750;CHICKEN;EN
751;CHICKEN WITH SKIN;EN
752;TURKEY WITH SKIN;EN
753;GAME BIRD;EN
754;CHICKEN STRIPS;EN
775;HAM, SMOKED, 6% FAT;EN
776;BEEF, CURED, 2.8% FAT;EN
779;HAM, COOKED HAM, 3% FAT;EN
786;LIVER, BEEF;EN
787;LIVER, PORK;EN
788;LIVER, CHICKEN;EN
789;LIVER, REINDEER;EN
790;LIVER, AVERAGE;EN
791;KIDNEY;EN
792;HEART, BEEF;EN
793;TONGUE, BEEF;EN
794;BLOOD;EN
797;REINDEER, COLD SMOKED;EN
799;HAM, COOKED HAM, LOW-FAT, 3% FAT;EN
800;BALTIC HERRING;EN
801;BALTIC HERRING, SALTED;EN
802;BALTIC HERRING, SMOKED;EN
803;HERRING, SALTED;EN
804;COD;EN
805;ZANDER, PIKE-PERCH;EN
806;REDFISH, SMOKED;EN
807;HALIBUT, SMOKED;EN
809;VENDACE, LAKE;EN
810;VENDACE, SALTED LAKE FISH;EN
811;VENDACE, SMOKED LAKE FISH;EN
812;PERCH;EN
813;PIKE;EN
814;BREAM;EN
815;POWAN, WHITEFISH, POLLAN, LAVARET;EN
816;POWAN, SMOKED;EN
817;SALMON, WHOLE;EN
818;SALMON, SALT-CURED;EN
819;BURBOT;EN
820;FLOUNDER;EN
821;EEL;EN
822;RAINBOW TROUT, WHOLE, AVERAGE;EN
823;TROUT;EN
824;FISH, AVERAGE, BALTIC HERRING/VENDACE/PERCH/PIKE;EN
825;LAMPREY, SMOKED;EN
826;SAITHE, FROZEN;EN
828;TUNA, IN OIL, CANNED;EN
829;ANCHOVY;EN
830;SALMON IN OIL, CANNED;EN
831;SARDINE, AVERAGE, IN OIL AND TOMATO SAUCE;EN
832;CAVIAR, DARK ROE OF STURGEON;EN
833;ROE PASTE;EN
834;MUSSEL IN WATER, CANNED;EN
835;SHRIMP;EN
836;CRAYFISH;EN
837;HERRING, PICKLED/SALTED, AVERAGE;EN
838;BALTIC HERRING, PICKLED/SALTED, AVERAGE;EN
844;BREAM, SMOKED;EN
845;ROACH;EN
846;REDFISH, ROSEFISH, FROZEN;EN
848;RAINBOW TROUT SEA, FILLET;EN
851;EGG YOLK, 34% OF EGG MASS;EN
852;EGG WHITE, 66% OF EGG MASS;EN
855;EGG, QUAIL, RAW;EN
856;FISH, LOW-FAT, AVERAGE, SMOKED;EN
857;FISH, FATTY, SMOKED;EN
858;EGG WITHOUT SHELL;EN
859;HERRING IN GARLIC OR MUSTARD SAUCE;EN
860;BALTIC HERRING IN DILL OR MUSTARD SAUCE;EN
862;TUNA;EN
863;OYSTER, EUROPEAN;EN
864;SNAIL;EN
865;SQUID;EN
866;LOBSTER;EN
870;RAINBOW TROUT FILLET, SALT-CURED;EN
871;SALMON FILLET;EN
900;COFFEE, AVERAGE;EN
901;TEA;EN
902;BEER, LAGER, MEDIUM STRENGTH, 4.5% VOLUME;EN
903;BEER, LAGER, STRONG, 5-5.5% VOLUME;EN
904;WINE, AVERAGE, 8-15% VOLUME;EN
905;WINE, FORTIFIED, SWEET, BITTERS, SHERRY, VERMOUTH, MADEIRA, FRUIT WINE;EN
906;SPIRIT, VODKA, GIN;EN
907;SPIRIT, BRANDY/RUM/WHISKY 40% VOLUME;EN
908;LIQUEUR, 20-30% VOLUME;EN
909;GIN AND GRAPEFRUIT DRINK, 5.5% VOLUME;EN
910;SOFT DRINK, LEMONADE;EN
911;CIDER, SWEET, <3% VOLUME;EN
912;MEAD, FINNISH SIMA;EN
913;BEER, LAGER, VERY MILD <2.8% VOLUME;EN
914;BEER HOME-MADE, ALCOHOL-FREE;EN
915;MINERAL WATER;EN
917;LEMON TEA DRINK POWDER, SWEETENED INSTANT TEA;EN
920;SOFT DRINK, LIGHT, SUGAR-FREE;EN
921;MINERAL WATER, LOW SODIUM;EN
922;WATER, TAP WATER;EN
923;TEA, HERBAL TEA;EN
924;RED WINE;EN
925;WHITE WINE, DRY;EN
926;WHITE WINE, SWEET;EN
928;SOFT DRINK, COLA, AVERAGE;EN
929;VINEGAR, WINE VINEGAR;EN
930;FILTERED COFFEE DRINK;EN
931;BOILED COFFEE DRINK;EN
932;CAPPUCCINO, UNSWEETENED, WHOLE MILK;EN
933;VINEGAR;EN
934;VINEGAR WITH HONEY AND APPLE;EN
936;WINE, LIGHT, 4-5% VOLUME;EN
937;TEA, GREEN TEA;EN
938;SOFT DRINK, PARTIALLY ARTIFICIALLY SWEETENED;EN
939;CIDER, SWEET, 4.7% VOLUME;EN
940;BEER, STRONG ALE, 7.5-8% VOLUME;EN
941;SOFT DRINK, COLA, LIGHT, PARTIALLY ARTIFICIALLY SWEETENED;EN
942;CREAM LIQUEUR, 15-17% VOLUME;EN
946;GLUCOSE SYRUP, PARTLY REFINED, STARCHY;EN
1554;CHEESE PUFFS;EN
5007;SANDWICH RELISH;EN
11004;ROE, AVERAGE;EN
11005;4-GRAIN FLAKES;EN
11007;ROSE HIP;EN
11012;STRAWBERRY JAM, 54% SUGAR, HOME-MADE;EN
11013;ORANGE MARMALADE;EN
11014;PALM OIL;EN
11030;FLOUR, RYE, FINE RYE FLOUR;EN
11045;ORANGE WITHOUT SKIN;EN
11046;MANDARIN, AVERAGE, WITHOUT SKIN;EN
11047;GRAPEFRUIT, WITHOUT SKIN;EN
11048;LEMON, WITHOUT SKIN;EN
11049;BANANA, WITHOUT SKIN;EN
11050;KIWI FRUIT, WITHOUT SKIN;EN
11051;PEACH/NECTARINE, WITHOUT SKIN AND STONE;EN
11052;CHERRY WITHOUT STONE;EN
11053;PLUM, WITHOUT STONE;EN
11054;APRICOT, AVERAGE, WITHOUT STONE;EN
11055;WATERMELON, WITHOUT SKIN;EN
11056;PINEAPPLE, WITHOUT SKIN;EN
11057;AVOCADO, WITHOUT SKIN AND STONE;EN
11059;TUNA, AVERAGE;EN
11060;APPLE, DOMESTIC, WITHOUT SKIN;EN
11061;APPLE, IMPORTED, WITHOUT SKIN;EN
11062;PEAR, WITHOUT SKIN;EN
11063;PRUNE, WITHOUT STONE;EN
11064;CHAMPIGNON, CANNED;EN
11065;ROSE HIP PUREE, WITHOUT SUGAR;EN
11067;TUNA, IN WATER, CANNED;EN
11069;WINE, NON-ALCOHOLIC;EN
11071;EXOTIC FRUIT, AVERAGE, MANGO/PAPAYA, WITHOUT SKIN;EN
11072;SOURED CUCUMBER;EN
11074;SPROUT, ALFALFA;EN
11086;NUT, CASHEW NUT;EN
11087;SESAME SEED PASTE TAHINI, WITHOUT ADDED SALT;EN
11089;CHICK PEA IN UNSALTED WATER;EN
11090;BEAN, WHITE BEAN, IN TOMATO SAUCE;EN
11092;WHEY POWDER. FOR FOOD INDUSTRY;EN
11130;CREAM CHEESE, 6-11% FAT, FLAVOURED;EN
11131;CHEESE, WHITE MOULD CHEESE, 40% FAT;EN
11133;CHEESE, SEMI-HARD CHEESE, LIGHT, 15-18% FAT;EN
11134;BASIL, FRESH;EN
11135;BAMBOO SHOOTS, CANNED;EN
11136;CREAM, LOW-FAT, 25% FAT;EN
11142;ICE LOLLY, AVERAGE;EN
11145;MILK, 0% FAT, LOW-LACTOSE, 1 UG ADDED VITAMIN D;EN
11146;CHEESE, FINNISH OVEN CHEESE, LOW-LACTOSE, 17-23% FAT;EN
11148;ICE CREAM BAR, CREAM BASED, CHOCOLATE FLAVOURED;EN
11149;ICE CREAM WITH SORBET COATING, AVERAGE;EN
11150;CHICKEN MARINATED, WITHOUT SKIN;EN
11152;SOUR CREAM, 10-12% FAT, LOW-LACTOSE;EN
11154;CURD MILK, PLAIN, 2% FAT, LOW-LACTOSE;EN
11155;COTTAGE CHEESE, 2-5% FAT, LOW-LACTOSE;EN
11156;QUARK, <0.5% FAT, LOW-LACTOSE;EN
11159;CREME FRAICHE, 15-18% FAT;EN
11164;VANILLIN SAUCE;EN
11165;SOUR MILK, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D;EN
11172;ICE CREAM BAR, VEGETABLE FAT, CHOCOLATE COATED;EN
11173;ICE CREAM CORNET, VEGETABLE FAT;EN
11177;PEPPER, BLACK PEPPER;EN
11178;PEPPER, WHITE PEPPER;EN
11182;PAPRIKA POWDER;EN
11188;VANILLIN SUGAR;EN
11191;OREGANO, DRIED;EN
11194;THYME, DRIED;EN
11196;AROMATIC SALT, 71% SALT CONTENT;EN
11197;HP-SAUCE, BROWN SAUCE;EN
11198;GLUCOSE;EN
11203;HONEYDEW MELON, WITHOUT SKIN;EN
11210;PASTILLE SWEETENED WITH XYLITOL, ADDED VITAMIN C;EN
11211;CHEESE, FETA CHEESE IN BRINE, MADE WITH GOAT MILK, 25% FAT;EN
11212;SUNFLOWER SEED;EN
11287;VEGETABLE FAT SPREAD 28%, MINI LÄTTA;EN
11503;GRAPE JUICE, UNSWEETENED;EN
11505;BANANA CHIP;EN
11507;RICE STARCH;EN
11512;PORK CHOP, CUTLET;EN
11513;PORK FILLET, BONELESS TENDERLOIN, FAT 4.5 %;EN
11521;RICE, WHITE, LONG-GRAIN, PARBOILED;EN
11522;RYE AND RICE MIX, CRASHED RYE GRAIN;EN
11550;CREAM CHEESE, 30% FAT, FLAVOURED, LOW-LACTOSE;EN
11551;TURKEY BREAST;EN
11553;FRUIT JAM, AVERAGE;EN
11557;LEMON JUICE, UNSWEETENED, UNDILUTED;EN
11558;ORANGE JUICE, UNSWEETENED, ADDED CALCIUM;EN
11562;BEEF MINCE, 17% FAT;EN
11563;CHICKEN LEG AND THIGH WITH SKIN;EN
11564;CHICKEN BREAST WITH SKIN;EN
11565;CHICKEN BREAST STRIPS WITHOUT SKIN;EN
11571;CREAM CHEESE, LOW-FAT, 11% FAT, PLAIN;EN
11580;SNACK BAR WITH NUTS, SWEET;EN
11587;ROSE HIP DRINK, CONTAINS OAT AND LACTOBACILLUS PLANTARUM, PRO VIVA;EN
11589;HORSERADISH;EN
11680;POTATO, PEELED, VACUUM PACKED, CATERING;EN
11685;COOKING OIL, 50% PALM, 25% PALM KERNEL AND 25% RAPESEED OIL;EN
11687;RICE DRINK;EN
11689;ASPARAGUS, RAW, CLEANED;EN
11690;MAYONNAISE, 15% FAT, LOW-FAT;EN
11691;ROE, AVERAGE, SALTED;EN
11694;YOGHURT, FLAVOURED WITH JAM, 2% FAT, LOW-LACTOSE;EN
11695;RAPESEED OIL, COLD PRESSED;EN
11700;SOY PROTEIN CONCENTRATE, 58% PROTEIN;EN
11701;PALM KERNEL OIL;EN
11723;YOGHURT, FLAVOURED, 3% FAT;EN
11725;BERRY AND FRUIT CULTURED MILK 2 % FAT;EN
11726;CURD MILK, FLAVOURED, 1% FAT, LOW-LACTOSE;EN
11727;YOGHURT, FLAVOURED, 2.5% FAT;EN
11734;SHIITAKE MUSHROOM;EN
11735;OYSTER MUSHROOM;EN
11736;YOGHURT, PLAIN, 1.5% FAT;EN
11739;VEGETABLE FAT SPREAD 35%, BECEL PRO-ACTIV;EN
28905;FLOUR, WHOLE WHEAT FLOUR;EN
28909;RYE MACARONI;EN
28910;RICE, BROWN;EN
28913;POTATO, UNPEELED, AVARAGE, RAW;EN
28915;MUSKMELON/CANTALOUPE MELON, WITH SKIN;EN
28916;APPLE, AVERAGE, WITH SKIN;EN
28917;PEAR, WITH SKIN;EN
28918;PLUM, WITH STONE;EN
28919;PRUNE, WITH STONE;EN
28920;CHERRY WITH STONE;EN
28921;APRICOT, AVERAGE, WITH STONE;EN
28922;PEACH/NECTARINE, AVERAGE, WITH STONE;EN
28923;PINEAPPLE, WITH SKIN;EN
28924;ORANGE, AVERAGE, WITH SKIN;EN
28925;LEMON, WITH SKIN;EN
