FOODID;FOODNAME;LANG
32895;NUT, MACADAMIA NUT;EN
32897;ENERGY DRINK, ENERGY WATER, TEHO, OLVI, WITH ADDED VITAMINS;EN
32925;CHEESE, GOAT CHEESE, CHÈVRE, 30% FAT;EN
33020;SWEET CHILI SAUCE;EN
33021;SPICE PASTE, CURRY PASTE, MILD, TIKKA MASALA;EN
33022;SPICE PASTE, GINGER PASTE;EN
33023;GINGER ROOT, RAW;EN
33024;GINGER, PICKLED;EN
33038;SHARON, KAKI, PERSIMON;EN
33042;YOGHURT, PLAIN, A+, FAT 4%, 1 UG VITAMIN D, LACTOSE-FREE;EN
33047;COOKING CREAM, VEGETABLE FAT, 13% FAT, LOW-LACTOSE;EN
33048;COOKING CREAM, VEGETABLE FAT, 7 % FAT;EN
33049;COOKING CREAM, VEGETABLE FAT, 4% FAT;EN
33060;PAPAYA, DRIED;EN
33065;MANGO, DRIED;EN
33067;EXOTIC FRUIT AVERAGE, MANGO, PAPAYA, DRIED;EN
33070;FIG, DRIED;EN
33077;PINEAPPLE, DRIED;EN
33091;AVOCADO OIL;EN
33095;NUT, PECAN;EN
33097;SAUSAGE BRATWURST;EN
33102;NUT, PEANUT, HONEY-ROASTED;EN
33103;YOGHURT, FLAVOURED, VALIO OLO, 2.7% FAT, LACTOSE-FREE, 1UG VITAMIN D, PROBIOTICS;EN
33111;MILK, 3% FAT, LACTOSE-FREE, 1 UG ADDED VITAMIN D;EN
33116;CHEESE, FETA TYPE SALAD CHEESE IN BRINE, FAT 2-5%;EN
33118;CHEESE, FETA TYPE SALAD CHEESE IN BRINE, FAT 6-8%;EN
33119;CHEESE, FETA TYPE SALAD CHEESE IN BRINE, FAT 9-11%;EN
33120;CHEESE, FETA CHEESE IN OIL, 22% FAT, COW'S MILK;EN
33121;HEMP SEED, WHOLE;EN
33122;SOYA DRINK, PLAIN, CALCIUM, VITAMINS, ALPRO;EN
33124;SOYA DRINK CALCIUM, VITAMINS, RAINBOW;EN
33125;SOYA DRINK,  PLAIN, ORGANIC, PIRKKA;EN
33128;NUT, CHILI NUT;EN
33129;YOGHURT, NATURAL, FAT 5.5%, LACTOSE-FREE;EN
33130;NUT, CASHEW NUT, SALT;EN
33131;NUT, PISTACHIO NUT, SALT;EN
33132;SOYA DRINK,  PLAIN, CALCIUM, GOGREEN;EN
33133;SOYA DRINK, ORIGINAL, CALCIUM, GOGREEN;EN
33134;SOYA DRINK, CHOCOLATE, ORGANIC, PIRKKA;EN
33135;SOYA DRINK,  ORGANIC, RAINBOW;EN
33136;SOYA DRINK,  CALCIUM, VITAMIN D, NORDIC;EN
33137;SOYA DRINK, CHOCOLATE, LIGHT, CALCIUM, VITAMINS, ALPRO;EN
33138;SOYA DRINK, CHOCOLATE, CALCIUM, VITAMINS, ALPRO;EN
33139;SOYA DRINK, CALCIUM, VITAMINS, SOYWELL SOYA DRINK, LIDL;EN
33142;YOGHURT, FLAVOURED, FAT-FREE, LACTOSE-FREE, 1 UG VITAMIN D;EN
33147;QUARK, FLAVOURED, 2.9% FAT, DANONINO, 1.25 UG VITAMIN D;EN
33150;YOGHURT, FLAVOURED, 4,6% FAT, LACTOSE-FREE;EN
33151;SEASALT, WITHOUT IODINE;EN
33154;FISH, FILLET, SALT-CURED;EN
33158;CEREAL BAR WITH CHOCOLATE, KELLOGG´S SPECIAL K BAR CHOCOLATE, FORTIFIED;EN
33159;CEREAL BAR WITH RICE, KELLOGG´S RICE KRISPIES CEREAL & MILK BAR, FORTIFIED;EN
33160;OAT DRINK WITHOUT MILK, SNACK DRINK, ELOVENA, 2.9% FAT;EN
33161;OAT DRINK WITHOUT MILK, SNACK DRINK WITH BERRIES, ELOVENA, 0.5% FAT;EN
33162;YOGHURT, PLAIN, 2.5% FAT;EN
33163;OAT DRINK WITHOUT MILK, SNACK DRINK, ELOVENA, FRUIT, 0.5% FAT;EN
33164;MILK, 3.5% FAT, LOW-LACTOSE, WITHOUT ADDED VITAMIN D;EN
33168;CHEESE, SEMI-HARD CHEESE, 10% FAT, VALIO POLAR;EN
33169;OAT DRINK WITHOUT MILK, NALLE VANILLA, CALCIUM, VITAMIN D;EN
33170;PANGASIUS, FILLET;EN
33171;HAKE, HOKI, RAW;EN
33174;PORK AND BEEF STEAK MINCE, 10% FAT;EN
33179;QUARK, 0.3% FAT, LACTOSE-FREE;EN
33189;QUARK, FLAVOURED, 7% FAT, SWEET, LACTOSE-FREE;EN
33198;YOGHURT, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED;EN
33200;CURD MILK, FLAVOURED, 1% FAT, LACTOSE-FREE;EN
33201;CURD MILK, PLAIN, 1% FAT, LACTOSE-FREE;EN
33211;TILAPIA, IMPORTED FISH;EN
33251;TILAPIA, OVEN-BAKED;EN
33265;NUT, CASHEW NUT COATED WITH CHOCOLATE;EN
33266;NUT, CASHEW NUT COATED WITH YOGHURT;EN
33267;BANANA CHIPS COATED WITH YOGHURT;EN
33268;DRIED PINEAPPLE COATED WITH YOGHURT;EN
33269;APPLE CHIPS;EN
33272;CEREAL BAR WITH CHOCOLATE, KELLOGG'S COCO POPS ROCKS, FORTIFIED;EN
33280;YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE, 1 UG VITAMIN D;EN
33284;YOGHURT, PLAIN, FAT-FREE, LACTOSE-FREE, 1 UG VITAMIN D;EN
33298;YOGHURT WITH MUESLI, A+, FAT 3.5%, LACTOSE-FREE;EN
33304;SPORT BEVERAGE, CARBOHYDRATE DRINK, DEXAL HEAVY, DILUTED;EN
33305;SPORT BEVERAGE, CARBOHYDRATE DRINK, DEXAL LIGHT, DILUTED;EN
33317;SPORT BEVERAGE, CARBOHYDRATE DRINK, DEXAL LIGHT, CONCENTRATE;EN
33319;WHITE FISH, PANGASIUS/HAKE/TILAPIA, AVERAGE;EN
33320;WHITE FISH, PANGASIUS/HAKE/TILAPIA, AVERAGE, BOILED WITHOUT SALT;EN
33323;SPORT BEVERAGE, CARBOHYDRATE DRINK, DEXAL HEAVY, CONCENTRATE;EN
33334;SPORT BEVERAGE, PROTEIN DRINK, PRO FX ZERO CARB;EN
33338;SPORT BEVERAGE, CARBOHYDRATE DRINK, LEADER CARBO ENERGY;EN
33339;CHICKEN FILLET IN HONEY MARINADE;EN
33342;QUARK, FLAVOURED, 4.5% FAT, VALIO RAHKAVAAHTO, LACTOSE-FREE;EN
33343;SPORT BEVERAGE, PROTEIN DRINK, LEADER PROTEIN 40;EN
33357;INSTANT COFFEE, POWDER;EN
33360;SPORT BEVERAGE, CARBOHYDRATE-PROTEIN DRINK, PRO FX RECOVERY;EN
33367;SPORT BEVERAGE, CARBOHYDRATE-PROTEIN DRINK, LEADER RECOVERY;EN
33372;SPORT BEVERAGE, CARBOHYDRATE-PROTEIN DRINK, AVERAGE OF PRODUCTS;EN
33375;SPORT BEVERAGE, CARBOHYDRATE DRINK, AVERAGE OF PRODUCTS;EN
33376;SPORT BEVERAGE, PROTEIN DRINK, AVERAGE OF PRODUCTS;EN
33382;SALMON, WARM SMOKED;EN
33395;MASHED POTATO POWDER, RAINBOW;EN
33396;MASHED POTATO POWDER, PIRKKA/FELIX;EN
33397;MASHED POTATO POWDER, ELDORADO;EN
33403;MEAL REPLACEMENT, PROTEIN BAR, 54 % PROTEIN;EN
33404;QUARK, FLAVOURED, 3% FAT, DANIO;EN
33405;QUARK, FLAVOURED, 4.4% FAT, DANIO STRACCIATELLA;EN
33408;POWAN, WARM SMOKED;EN
33409;RAINBOW TROUT FILLET, COLD SMOKED;EN
33410;YOGHURT, FLAVOURED, 2% FAT;EN
33414;RAINBOW TROUT, FILLET, HOT SMOKED;EN
33415;FISH, WARM SMOKED, AVERAGE;EN
33419;RAINBOW TROUT, FILLET;EN
33420;SALMON FILLET, COLD SMOKED;EN
33424;MACKEREL, SMOKED;EN
33428;COFFEE, INSTANT, DRINK;EN
33432;SUFFELI CHOCOLATE BAR, WAFFLE, TOFFEE FILLING AND MILK CHOCOLATE;EN
33433;BASIL, DRIED;EN
33436;ROSE HIP, DRIED, ROSE HIP POWDER;EN
33438;CAFE LATTE, UNSWEETENED, FAT-FREE MILK;EN
33439;CAFE LATTE, UNSWEETENED, LOW-FAT MILK;EN
33441;CAPPUCCINO, UNSWEETENED, LOW-FAT MILK;EN
33442;CAFE LATTE, UNSWEETENED, SOY DRINK;EN
33447;MARSHMALLOW;EN
33449;CHEESE, AVERAGE;EN
33456;SPINACH;EN
33465;CHEESE, HALLOUMI CHEESE, 22% FAT;EN
33466;MILK, AVERAGE, 1 UG ADDED VITAMIN D;EN
33487;VEGETABLE FAT SPREAD 70%, KEIJU LACTOSE FREE, CATERING, 20 UG VITAMIN D;EN
33488;MARGARINE 40%, KEIJU LIGHT, LACTOSE-FREE, CATERING, 20 UG VITAMIN D;EN
33489;MARGARINE 60%, KEIJU NORMALLY SALTED, CATERING, 20 UG VITAMIN D;EN
33494;SWEET PEPPER, RED, CANNED;EN
33496;VEGETABLE FAT SPREAD 70%, BECEL GOLD, 20 UG VITAMIN D;EN
33499;SOYA MINCE, WHITE OR DARK;EN
33501;TOFU, SOFT, SOYA PRODUCT;EN
33502;VEGAN FRANKFURTER, TOFU SAUSAGE;EN
33519;SWEETENER, STEVIA, CANDEREL GREEN POWDER;EN
33520;SWEETENER, STEVIA, CANDEREL GREEN TABLET;EN
33521;SWEETENER, STEVIA, CANDEREL GREEN STICK;EN
33525;FAT POWDER, FOR FOOD INDUSTRY;EN
33542;CHOCOLATE, PLAIN, DARK CHOCOLATE, 80%;EN
33549;EGG POWDER, FOR FOOD INDUSTRY;EN
33550;EGG WHITE POWDER, FOR FOOD INDUSTRY;EN
33551;EGG YOLK POWDER, FOR FOOD INDUSTRY;EN
33553;SWEET AND SOUR SAUCE;EN
33554;CHEESE, POLAR TÄYTELÄINEN, 28% FAT;EN
33555;CHEESE, SEMI-HARD CHEESE, 5% FAT, VALIO POLAR;EN
33556;CHEESE, SEMI-HARD CHEESE, 15% FAT, VALIO POLAR;EN
33559;STRAWBERRY JAM, 46% SUGAR, INDUSTRIAL;EN
33568;NUT AND FRUIT MIX, SALTED NUTS, DRIED FRUITS;EN
33569;NUT MIX, WITHOUT SALT;EN
33579;NUT MIX, SALTED;EN
33586;ICE CREAM, SNICKERS;EN
33587;FISH, WEIGHTED AVERAGE;EN
33596;OAT DRINK WITHOUT MILK, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33597;SOYA DRINK, PLAIN, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33600;RICE DRINK, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33601;MASHED POTATO POWDER, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33629;QUARK, DESSERT QUARK, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33631;FLOUR MIXTURE, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33632;PASTA, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33638;SAUCE MIX, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33671;PROFEEL PROTEIN DRINK, VALIO, 1 UG VITAMIN D;EN
33675;SOUR MILK, 1% FAT, LOW-LACTOSE, 1 UG VITAMIN D;EN
33678;SOUR MILK, ACIDOPHILUS BIFIDUS, 2% FAT, 1 UG VITAMIN D, PROBIOTICS;EN
33679;SOUR MILK, ACIDOPHILUS BIFIDUS, 1.5% FAT, 1 UG VITAMIN D, PROBIOTICS;EN
33690;YOGHURT, FLAVOURED, 2.6% FAT, LOW-LACTOSE, 30% LESS SUGAR;EN
33696;YOGHURT, FLAVOURED, AB, 3.3% FAT, CONTAINS PROBIOTICS;EN
33697;YOGHURT, PLAIN, AB, 2.5% FAT, PROBIOTICS;EN
33698;YOGHURT, PLAIN, AB, 0.2% FAT, PROBIOTICS;EN
33703;YOGHURT, DRINKABLE, 0.9% FAT, PROBIOTICS;EN
33714;YOGHURT, FLAVOURED, 3.2% FAT, LACTOSE-FREE, A+, 1 UG VITAMIN D;EN
33725;YOGHURT, FLAVOURED, REDUCOL, 2% FAT, LOW-LACTOSE, PLANT STEROLS, PROBIOTICS;EN
33726;VEGETABLE FAT SPREAD 70%, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33727;YOGHURT, PLAIN, PIRKKA REDUCOL, 2.5% FAT, LOW-LACTOSE;EN
33728;CURD MILK, PLAIN, 1.5% FAT, LACTOSE-FREE;EN
33739;MILK, 4.4% FAT, WITHOUT ADDED VITAMIN D, UNHOMOGENIZED;EN
33757;ORANGE JUICE, UNSWEETENED, 60 MG VITAMIN C;EN
33758;HAM, COOKED, 2% FAT;EN
33760;YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE, A+ CEREAL, 1 UG VITAMIN D;EN
33790;MILK, 1.5% FAT, LACTOSE-FREE, VALIO EILA, 2 UG ADDED VITAMIN D;EN
33791;MILK, 0% FAT, LACTOSE-FREE, VALIO EILA, 2 UG ADDED VITAMIN D;EN
33792;MILK, 3% FAT, LACTOSE-FREE, EILA, 2 UG ADDED VITAMIN D;EN
33845;SALAMI, LIGHT, 22% FAT;EN
33852;SOUR MILK, FAT-FREE, VALIO EILA, LACTOSE-FREE, 2 UG VITAMIN D;EN
33872;BREAST MILK;EN
33882;MARGARINE 80%, FLORA KULTA;EN
33884;JUICE DRINK, PINEAPPLE-CARROT, GEFILUS, CALCIUM, VITAMIN C AND D, PROBIOTICS;EN
33885;QUARK, FLAVOURED, PROFEEL PROTEIN QUARK, LACTOSE-FREE;EN
33889;CHOCOLATE, MILK CHOCOLATE WITH HAZELNUTS;EN
33899;CORN STARCH, MAIZENA EXPRESS;EN
33900;OAT DRINK WITHOUT MILK, OATLY CHOCOLATE, CALCIUM, VITAMIN D;EN
33901;OAT DRINK WITHOUT MILK, OATLY, CALCIUM, VITAMINS;EN
33907;JUICE DRINK, WHEY DRINK, GEFILUS, VITAMINS, PROBIOTICS, LOW-LACTOSE;EN
33908;JUICE DRINK, ORANGE-PEACH, GEFILUS, FIBRE, VITAMIN C AND D, PROBIOTICS;EN
33909;JUICE DRINK, GEFILUS, VITAMIN C AND D, PROBIOTICS;EN
33910;YOGHURT, DRINKABLE, ACTIMEL, 1.5% FAT, 0.75 UG VITAMIN D, PROBIOTICS;EN
33911;YOGHURT, DRINKABLE,ACTIMEL, FAT-FREE, VIT. D, PROBIOTICS, ARTIFICIALLY SWEETENED;EN
33924;CREAM, VALIO STRAWBERRY/CHOCOLATE, LACTOSE-FREE;EN
33925;QUORN, FILLET, PIECES, MINCE;EN
33927;TURKEY COLD CUTS;EN
33928;APPLESAUCE, SWEETENED;EN
34079;PORRIDGE FLAKE MIX WITH FIBRE, NALLE;EN
34110;CORN STARCH, MAIZENA BROWN/LIGHT;EN
34127;MILK, 1.5% FAT, VALIO PLUS, 2 UG ADDED VITAMIN D;EN
34136;SEAWEED, NORI, DRIED;EN
34137;SEAWEED, WAKAME, DRIED;EN
34140;COCONUT OIL;EN
34159;ROCKET, ARUGULA;EN
34180;CHICKEN DRUMSTICK WITH SKIN, RAW;EN
34183;BEEF, ASSORTMENT E, MEAT FOR GRAVY;EN
34184;RAPESEED PORK, PORK STRIPS;EN
34185;PORK, CEREAL-FED, STRIPS;EN
34187;BEEF TENDERLOIN;EN
34188;PORK FILLET, SIRLOIN;EN
34189;PORK, ASSORTMENT 0, PORK FOR SAUCE;EN
34190;PORK, KASSLER STEAK, RAW;EN
34201;BEEF, LEAN, AVERAGE;EN
34228;SPINACH, FROZEN;EN
34229;PEA, GREEN, FROZEN;EN
34230;WILD ROCKET, SAND ROCKET;EN
34231;GARDEN LETTUCE;EN
34232;RADICCHIO;EN
34233;ROMAINE LETTUCE;EN
34234;ONION, RED ONION;EN
34235;RADISH, WHITE;EN
34236;PEA SHOOT;EN
34237;CORN SALAD, LAMB'S LETTUCE;EN
34238;CORIANDER, FRESH;EN
34239;NORTHERN MILKCAP;EN
34240;FUNNEL CHANTERELLE;EN
34241;WOOLLY MILKCAP;EN
34242;FLOUR, WHEAT FLOUR, SEMI-COARSE, V600;EN
34243;BEAN, BROAD BEAN, FAVA BEAN, FRESH;EN
34244;SUGAR SNAP PEAS, FRESH;EN
34245;SESAME SEED, WHITE, WITHOUT HULL;EN
34246;FLOUR, RYE, WHOLEGRAIN RYE FLOUR R800;EN
34247;FLOUR, RYE, WHOLEGRAIN RYE FLOUR R1000;EN
34248;FLOUR, BARLEY, WHOLE GRAIN BARLEY FLOUR;EN
34249;FLOUR, COARSE WHEAT FLOUR;EN
34252;POWAN, WHITEFISH, POLLAN, LAVARET, FARMED;EN
34253;HERRING, PICKLED, CANNED;EN
34254;SEAWEED, KOMBU, DRIED;EN
34255;SALMON, FARMED;EN
34256;RAINBOW TROUT, FARMED;EN
34261;YOGHURT, FLAVOURED, 2.7% FAT;EN
34265;BERRY AND FRUIT YOGHURT 2% FAT, LOW-LACTOSE, -30% SUGAR, VITD 1 UG;EN
34276;JUICE DRINK, 40% LESS SUGAR, SWEETENED WITH STEVIA, VALIO GRANDI;EN
34361;MANGO, WITHOUT SKIN;EN
34380;BEAN, WHITE BEAN, NAVY BEAN;EN
34585;SKYR, <0.5% FAT;EN
34586;SKYR, SWEETENED WITH SUGAR, <0.5% FAT;EN
34587;SKYR, ARTIFICIALLY SWEETENED, <0.5% FAT;EN
34588;SKYR, ARTIFICIALLY SWEETENED, 2% FAT;EN
34589;SKYR, SWEETENED WITH SUGAR AND STEVIA, <0.5% FAT;EN
34590;QUARK, QUARK YOGHURT, PLAIN, 0.9% FAT;EN
34591;CREAM QUARK, 10% FAT;EN
34592;QUARK, 2,3% FAT, LOW-LACTOSE;EN
34593;SKYR, PLAIN, 4% FAT;EN
34594;QUARK, FLAVOURED, 8.8% FAT, MINT CHOCOLATE, VALIO, LACTOSE-FREE;EN
34595;QUARK, FLAVOURED, 7% FAT, LOW-LACTOSE;EN
34596;QUARK, FLAVOURED, PROFEEL PROTEIN QUARK WITH JAM, LACTOSE-FREE;EN
34597;QUARK, FLAVOURED, PROFEEL PROTEIN QUARK, ARTIFICIALLY SWEETENED, LACTOSE-FREE;EN
34600;QUARK, FLAVOURED, 4.5% FAT;EN
34601;QUARK, FLAVOURED, ARLA PROTEIN QUARK, LACTOSE-FREE;EN
34602;QUARK, 0.3% FAT, 12% PROTEIN, LACTOSE-FREE;EN
34606;YOGHURT, DRINKABLE, 1.7% FAT, VALIO PLAY, LACTOSE-FREE, 1.5 UG VITAMIN D;EN
34611;YOGHURT, PLAIN, GREEK, 7% FAT, LACTOSE-FREE;EN
34612;GEFILUS DRINK, EFFECT DRINK, FAT-FREE, LACTOSE-FREE, VITAMIN D, PROBIOTICS;EN
34613;YOGHURT, DRINKABLE, GEFILUS SMOOTHIE, 1.4% FAT, LACTOSE-FREE, 1 UG VITAMIN D;EN
34614;GEFILUS KEFIR DRINK, 2% FAT, LACTOSE-FREE, 1 UG VITAMIN D, PROBIOTICS;EN
34615;GEFILUS KEFIR DRINK, PLAIN, FAT 2.5%, 1 UG VITAMIN D, LACTOSE-FREE, PROBIOTICS;EN
34616;YOGHURT, FLAVOURED, 2.7% FAT, GEFILUS KEFIR, LACTOSE-FREE,1 UG VITAMIN D, PROB.;EN
34618;YOGHURT, DRINKABLE, 2% FAT, VALIO GREEK, LACTOSE-FREE, 1 UG VITAMIN D;EN
34619;YOGHURT, FLAVOURED, VALIO GREEK, 4.7% FAT, LACTOSE-FREE;EN
34620;YOGHURT, FLAVOURED, VALIO GREEK, 6% FAT, LACTOSE-FREE;EN
34621;YOGHURT, FLAVOURED, 3.3% FAT, VALIO FRUITY, LACTOSE-FREE;EN
34625;YOGHURT, FLAVOURED, 2% FAT, -30% SUGAR, ORGANIC, LACTOSE-FREE;EN
34626;YOGHURT, FLAVOURED, 2% FAT, -50% SUGAR, ORGANIC, LACTOSE-FREE;EN
34630;YOGHURT, PLAIN, A+, FAT 2.5%, LACTOSE-FREE, 1 UG VITAMIN D;EN
34631;YOGHURT, FLAVOURED, A+ WITHOUT ADDITIVES, 3% FAT, LACTOSE-FREE;EN
34634;YOGHURT, PLAIN, A+ GREEK, 2 % FAT, LACTOSE-FREE, 0.8 UG VITAMIN D;EN
34635;YOGHURT, TURKISH/GREEK, 10% FAT, LACTOSE-FREE;EN
34636;YOGHURT, PLAIN, 2,5 % FAT, ORGANIC, LACTOSE-FREE;EN
34637;YOGHURT WITH QUARK, FLAVOURED, ARLA, 1.4% FAT, 0,4 UG VITAMIN D, LACTOSE-FREE;EN
34638;YOGHURT, PLAIN, ORGANIC, 3% FAT;EN
34639;YOGHURT, FLAVOURED, 2% FAT, ARLA LUONTO+ HONEY, 1UG VITAMIN D, PROB,LACTOSE-FREE;EN
34640;YOGHURT, FLAVOURED, 2% FAT, ARLA LUONTO+, 1 UG VITAMIN D, AB, LACTOSE-FREE;EN
34641;YOGHURT, FLAVOURED, 1,9% FAT, ARLA LUONTO+, 0,8UG VITAMIN D, PROB., LACTOSE-FREE;EN
34644;YOGHURT, FLAVOURED, LUONTO+, FAT-FREE, 1 UG VITAMIN D, AB, LACTOSE-FREE;EN
34646;YOGHURT, FLAVOURED, ARLA PROTEIN, 1% FAT, LACTOSE-FREE;EN
34648;YOGHURT, FLAVOURED, ARLA PROTEIN  WITH GRANOLA, 4% FAT, LACTOSE-FREE;EN
34649;QUARK, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED, LACTOSE-FREE;EN
34650;YOGHURT, DRINKABLE, FAT-FREE, ARTIFICIALLY SWEETENED;EN
34651;EGG, WITHOUT SHELL, ORGANIC;EN
34652;YOGHURT, FLAVOURED, ACTIVIA LIGHT, FAT-FREE, PARTIALLY ARTIFIC. SWEETENED, PROB.;EN
34653;YOGHURT, DRINKABLE, DANUP DRINK, 0.8% FAT;EN
34654;QUARK, FLAVOURED, 4% FAT;EN
34655;QUARK, FLAVOURED, FAT-FREE, PROTEIN QUARK, LOW-LACTOSE;EN
34656;YOGHURT, PLAIN, 4% FAT, LACTOSE-FREE, PROBIOTICS;EN
34657;YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE;EN
34658;YOGHURT, FLAVOURED, 3.5% FAT, PROBIOTICS;EN
34659;YOGHURT, FLAVOURED, 2% FAT, AB, LOW-LACTOSE;EN
34668;SEED BLEND;EN
34679;YOGHURT, FLAVOURED, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D;EN
34680;PASSION FRUIT;EN
34688;COCONUT WATER, UNSWEETENED;EN
34694;PAPAYA, WITHOUT SKIN;EN
34713;MACARONI, DARK, WHOLE WHEAT AND DARK WHEAT FLOUR;EN
34716;MILK, 3% FAT, LACTOSE-FREE, NO ADDED VITAMIN D;EN
34738;ALMOND DRINK, UNSWEETENED, ALRPO;EN
34743;BEAN, BROAD BEAN, FAVA BEAN, DRY, BROAD BEAN GROATS;EN
34752;CREAM CHEESE, MASCARPONE, 38% FAT;EN
34762;CREAM CHEESE, LOW-FAT, 15% FAT, PLAIN, LACTOSE-FREE;EN
34764;CREAM CHEESE, LOW-FAT, 25% FAT, PLAIN, LACTOSE-FREE;EN
34765;CREAM CHEESE, LOW-FAT, 20% FAT, PLAIN;EN
34786;YOGHURT, DRINKABLE, BENECOL AURINKOINEN, 2,1% FAT, PLANT STANOLS;EN
34790;YOGHURT, DRINKABLE, BENECOL, 2,1% FAT, PLANT STANOLS;EN
34794;SOY PRODUCT, DRINKABLE, BENECOL, 2.9% FAT, WITH PLANT STANOL;EN
34797;SALTY LIQOURICE PASTILLE, UNSWEETENED;EN
34802;SWEETENER, HERMESETAS GOLD, SACCHARIN, ASPARTAME AND CYCLAMATE BLEND;EN
34805;SWEETENER, HERMESETAS LIQUID, SACCHARIN AND CYCLAMATE BLEND;EN
34831;CHOCOLATE CONFECTION FILLED WITH CHOCOLATE;EN
34835;LINGONBERRY JUICE, UNSWEETENED;EN
34839;SOYA DRINK, APLRO SOYA VANILLA, CALCIUM, VITAMINS;EN
34841;CHEESE, SEMI-HARD CHEESE, 15% FAT, LOW-SODIUM, VALIO POLAR;EN
34844;ALMOND DRINK, SWEETENED, ALRPO;EN
34845;COCONUT DRINK, ADDED VITAMINS;EN
34846;HAZELNUT DRINK, ADDED VITAMINS;EN
34847;CHIA SEED;EN
34848;EUROPEAN SPRAT;EN
34862;MILK, 0% FAT, VALIO PROFEEL VOIMAMAITOJUOMA, 1 UG ADDED VITAMIN D, LACTOSE-FREE;EN
34872;NUT MIX, WITHOUT SALT, ROASTED;EN
34876;OAT DRINK WITHOUT MILK, OATLY IKAFFE, CALCIUM, VITAMINS;EN
34893;HÄRKIS, BROAD BEAN PRODUCT;EN
34902;MIFU, LACTOSE-FREE MILK PROTEIN PRODUCT;EN
34905;RICE AND BARLEY MIX;EN
34907;RICE AND RYE MIX;EN
34909;PULLED OATS;EN
34914;BLENDED SPREAD 60%, BENECOL VOI & RYPSI;EN
34918;BLENDED SPREAD 70%, BECEL VOI & KASVIÖLJYT;EN
34924;BLENDED SPREAD 70%, FLORA & VOI, NORMALLY SALTED;EN
34927;VEGETABLE FAT SPREAD 39 %, LÄTTA ORIGINAL;EN
34932;BLENDED SPREAD 70%, CREME BONJOUR VOI & RYPSIÖLJY, NORMALLY SALTED;EN
34942;VEGETABLE FAT SPREAD 75 %, KEIJU RYPSI;EN
34944;VEGETABLE FAT SPREAD 55 %, KEIJU RYPSI;EN
34948;MARGARINE 60%, KEIJU ALENTAJA;EN
34964;BLENDED SPREAD 75%, INGMARIINI, NORMALLY SALTED, LACTOSE-FREE;EN
34966;BLENDED SPREAD 72%, OIVARIINI, NORMALLY SALTED, LOW-LACTOSE, SOFT;EN
34971;OAT, COARSE-GROUND OAT, KAURAKUITUNEN;EN
34972;OLIVE, AVERAGE, WITHOUT STONE, IN BRINE, GREEN;EN
34974;SOY PRODUCT, ALPRO GO ON, SOURED, PLAIN, FAT 3.6%;EN
34975;SOY PRODUCT, ALPRO GO ON, SOURED, FLAVOURED, FAT 2,9%;EN
34980;CHEESE, POLAR, 20% FAT;EN
34983;WHEY PROTEIN CONCENTRATE;EN
34984;CHOCOLATE MILK, COLD, VALIO PLAY, LACTOSE-FREE;EN
34985;COFFEE DRINK, COLD, COFFEE WITH MILK, VITAMIN D, LACTOSE-FREE;EN
34986;COFFEE BEVERAGE, ICED COFFEE, 1.8% FAT, LACTOSE-FREE;EN
34988;MINERAL WATER WITH JUICE;EN
34989;VITAMIN WATER, VITAMIN WELL, SWEETENED WITH FRUCTOSE;EN
34990;MEAL REPLACEMENT, WHEY PROTEIN POWDER, 74% PROTEIN;EN
34991;MEAL REPLACEMENT, WHEY PROTEIN POWDER, 85% PROTEIN;EN
34992;MEAL REPLACEMENT, PROTEIN BAR, AVERAGE, C. 20% PROTEIN;EN
34996;MEAL REPLACEMENT, SOY PROTEIN POWDER, C. 80% PROTEIN;EN
34997;MEAL REPLACEMENT, WHEY PROTEIN POWDER, C. 90% PROTEIN;EN
34998;PROFEEL PROTEIN DRINK, SUGAR-FREE, VALIO, 1 UG VITAMIN D;EN
34999;SPORT BEVERAGE, RECOVERY DRINK, GAINOMAX;EN
35000;SPORT BEVERAGE, PROTEIN DRINK, PROTEIN SHAKE, FAST;EN
35001;BUTTER LACTOSE-FREE, LOW SODIUM;EN
35002;SPORT BEVERAGE, PROTEIN DRINK, PROTEIN SMOOTHIE, FAST;EN
35003;MEAL REPLACEMENT, WHEY PROTEIN POWDER, PROFEEL, 44% PROTEIN;EN
35004;SPORT BEVERAGE, PROTEIN DRINK, 1,6% FAT;EN
35005;SNACK BAR, DATE BAR WITH NUTS, BARE BAR;EN
35006;MARGARINE 70%, FLUID;EN
